mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
4.339161777496338,0.07913050405956397,0.3520483493804932,0.016263971950991527,10.0,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.8759516492947412,0.8735015849286436,0.8685478177816535,0.8660579571723211,0.8692556903572042,0.8706629399069126,0.0035689861707242734,1
9.499149942398072,0.6811707518694453,0.5577732563018799,0.02731142670548694,1000.0,0.001,rbf,"{'C': 1000, 'gamma': 0.001, 'kernel': 'rbf'}",0.8754550613900307,0.8736330855584624,0.8671497584541064,0.8649713467048711,0.8687460673222429,0.8699910638859427,0.003948168794931036,2
5.750344562530517,0.15552138284773817,0.3203956127166748,0.008944179355838392,100.0,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.8760243206954307,0.86950119734784,0.8710982378915605,0.8659956674003018,0.8666503725968414,0.8698539591863949,0.003602649416928053,3
5.731117486953735,0.4705425934557364,0.47366018295288087,0.08562172073266885,0.1,0.1,rbf,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}",0.8723561452320641,0.868950971028335,0.8693973810611408,0.8617495812743103,0.8629339379473285,0.8670776033086357,0.004057379984580523,4
29.947071647644044,2.4913728105156383,0.6288739681243897,0.09977274069684838,1000.0,0.01,rbf,"{'C': 1000, 'gamma': 0.01, 'kernel': 'rbf'}",0.8722557894882548,0.8648831028611768,0.8669023296374736,0.86124261174093,0.8598605990324095,0.8650288865520489,0.004400141833149582,5
5.485168886184693,0.20441882134110353,0.43221683502197267,0.030324531232524723,0.1,scale,rbf,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.8695271514195148,0.8648190828177126,0.8704390044710214,0.8608844455518181,0.8580682513516278,0.8647475871223389,0.004791220451491797,6
5.479107284545899,0.291658304916628,0.40698938369750975,0.013826195826037531,0.1,auto,rbf,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'rbf'}",0.8695427238625195,0.8648381158036073,0.8704009384992318,0.8608273465941337,0.8580266494712228,0.8647271548461429,0.004806227520819204,7
4.2261474609375,0.0753248547972061,0.371903133392334,0.030008574600032634,1.0,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.8660752598867709,0.8717851556552192,0.8595400246390654,0.8579256813808951,0.8584686694505258,0.8627589582024953,0.0053777090477629555,8
4.473791790008545,0.09485702526463323,0.35090270042419436,0.010253239195783217,100.0,0.001,rbf,"{'C': 100, 'gamma': 0.001, 'kernel': 'rbf'}",0.8647377600597981,0.8720031698572873,0.858929238818986,0.8572422241601262,0.8590926976566008,0.8624010181105597,0.005427210550605662,9
6.811878824234009,0.22444957278742692,0.5072380542755127,0.017815207687918572,0.01,0.1,rbf,"{'C': 0.01, 'gamma': 0.1, 'kernel': 'rbf'}",0.866087371786886,0.8662448264883794,0.8621233199064269,0.8545793364062954,0.8544055524643047,0.8606880814104585,0.0052702295482348555,10
7.359593057632447,0.1984773408090144,0.5638077735900879,0.033930894931013526,0.01,auto,rbf,"{'C': 0.01, 'gamma': 'auto', 'kernel': 'rbf'}",0.8664714920476724,0.8633293191035809,0.8633137466605763,0.8531241781210637,0.8546118284546461,0.860170112877508,0.0052935832685353425,11
7.262106990814209,0.24778262667323203,0.5667767524719238,0.02716766603403925,0.01,scale,rbf,"{'C': 0.01, 'gamma': 'scale', 'kernel': 'rbf'}",0.8663780573896431,0.8633327796464708,0.8632912531317913,0.8530947635064989,0.8546118284546461,0.86014173642581,0.005276999544748339,12
8.782187747955323,0.4246398053066543,0.6937006950378418,0.013240452539511375,0.001,0.1,rbf,"{'C': 0.001, 'gamma': 0.1, 'kernel': 'rbf'}",0.8645093642290602,0.8646564373018838,0.8601992580596043,0.8524874382293094,0.8519007725815874,0.8587506540802889,0.005590853617635442,13
6.805642175674438,0.24824162398865032,0.6053560733795166,0.03961762729444915,0.001,scale,rbf,"{'C': 0.001, 'gamma': 'scale', 'kernel': 'rbf'}",0.8641771521116232,0.8612737566269397,0.8601802250737095,0.8505305012250322,0.8515436897747779,0.8575410649624166,0.005478180699183599,14
6.988976526260376,0.4815014989506272,0.6057638168334961,0.030597594524253893,0.001,auto,rbf,"{'C': 0.001, 'gamma': 'auto', 'kernel': 'rbf'}",0.8643069224699971,0.8612149273978102,0.8601456196448097,0.8504716719959027,0.8515228888345753,0.857532406068619,0.005518191443564862,15
4.335328912734985,0.1430752132251127,0.3299741268157959,0.011168641745457075,1.0,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.8601525407305898,0.8554185180571129,0.8668088949794444,0.8560327644200821,0.8471373572752154,0.857110015092489,0.006431186025802741,16
6.011776733398437,0.17175123358022754,0.4817781925201416,0.010417188005766508,0.1,0.01,rbf,"{'C': 0.1, 'gamma': 0.01, 'kernel': 'rbf'}",0.859896460556732,0.8629140539567848,0.8540481430726854,0.8565881815539222,0.8473332327954557,0.8561560143871161,0.005331667681418421,17
4.27138466835022,0.09495719141736864,0.3889678955078125,0.020855662266081553,10.0,0.001,rbf,"{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}",0.8582959594701216,0.8620402668770677,0.853842240770732,0.8563407527372894,0.8482658082812009,0.8557570056272823,0.004605448542137493,18
4.846824407577515,0.2398329147500588,0.4200162887573242,0.026297633447248888,1.0,0.001,rbf,"{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}",0.8553562282850934,0.8594535110668163,0.851874922137785,0.8556348019877358,0.844901256203447,0.8534441439361755,0.004899202597027715,19
8.021283388137817,0.21703245502464685,0.6530211925506592,0.03477852482406575,0.01,0.01,rbf,"{'C': 0.01, 'gamma': 0.01, 'kernel': 'rbf'}",0.8550568913251111,0.8577647661365114,0.8505876001827166,0.854089669587365,0.842346207381907,0.8519690269227223,0.0053315967714371425,20
8.338463544845581,0.20003273013833228,0.7089500904083252,0.07603708225287552,0.001,0.01,rbf,"{'C': 0.001, 'gamma': 0.01, 'kernel': 'rbf'}",0.8545793364062955,0.856821768198995,0.8500598673919965,0.8536761347120136,0.8413876307209086,0.8513049474860418,0.005416324560089463,21
5.350148725509643,0.41299188847194856,0.3640897750854492,0.018066828435237107,1.0,scale,rbf,"{'C': 1, 'gamma': 'scale', 'kernel': 'rbf'}",0.8537920628988276,0.8481548385310687,0.8619520230333735,0.8482586548177677,0.8406006618165808,0.8505516482195234,0.007078043218359603,22
4.936370086669922,0.12448264907898471,0.3573044776916504,0.01249032660666514,1.0,auto,rbf,"{'C': 1, 'gamma': 'auto', 'kernel': 'rbf'}",0.8536830557977936,0.8477291917556027,0.8619727862907134,0.8482569245463228,0.8405850611114289,0.8504454039003724,0.007109944371033902,23
8.152812910079955,0.3718068801217031,0.6456171035766601,0.035675003414481044,0.1,0.001,rbf,"{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}",0.8525185831153191,0.855605387373171,0.8492154949268442,0.8534771534958405,0.840751468633049,0.8503136175088448,0.005206020090082761,24
8.531129121780396,0.33999326871896834,0.6784574508666992,0.030387463531866173,0.01,0.001,rbf,"{'C': 0.01, 'gamma': 0.001, 'kernel': 'rbf'}",0.8514319726478691,0.8543180654181026,0.8477395733842726,0.8523317137992609,0.8391047275336845,0.848985210556638,0.005381461258607533,25
6.629000663757324,0.4234198911931394,0.6259219169616699,0.10006293953577347,0.001,0.001,rbf,"{'C': 0.001, 'gamma': 0.001, 'kernel': 'rbf'}",0.8513662223329597,0.8541917556026188,0.8476738230693631,0.8522227066982269,0.8389868555392035,0.8488882726484744,0.005383280878197907,26
6.268626546859741,0.173406345174481,0.3406686782836914,0.024481368616460584,10.0,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.8486323934498845,0.8442150104508396,0.8567439059839708,0.839965463781958,0.8415488380074779,0.846221122334826,0.00602546585375352,27
6.468313312530517,0.10050659009462522,0.35174760818481443,0.022098092979314088,10.0,scale,rbf,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",0.8398772199382639,0.8449590271721827,0.8535065681104052,0.8353923563528647,0.8343118442286924,0.8416094031604817,0.007038025446839794,28
6.71124382019043,0.16036095455588162,0.31999773979187013,0.03176136115057473,10.0,auto,rbf,"{'C': 10, 'gamma': 'auto', 'kernel': 'rbf'}",0.8398149301662445,0.8450922580734466,0.8532539484794375,0.8352262502941463,0.8343430456389962,0.8415460865304543,0.006992430114400703,29
14.993323564529419,0.34283705998080727,0.3232156753540039,0.01591939581346228,100.0,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.8397128441509905,0.8462273161413563,0.8514665780767686,0.8303140096618358,0.8380057445263193,0.8411452985114541,0.0072329974135246205,30
18.722465419769286,0.6268058852356424,0.33660063743591306,0.010861397963535609,100.0,scale,rbf,"{'C': 100, 'gamma': 'scale', 'kernel': 'rbf'}",0.8307604196946418,0.8385777860830806,0.853070539706269,0.8252754592140414,0.8281894341624242,0.8351747277720915,0.009981150747801957,31
18.207769632339478,0.3123470692567258,0.3282032012939453,0.015326040155538895,100.0,auto,rbf,"{'C': 100, 'gamma': 'auto', 'kernel': 'rbf'}",0.8305493265783536,0.8381209944216049,0.8530099802056947,0.8252010575419071,0.8281027635782471,0.8349968244651615,0.00997496446339353,32
151.025638961792,27.871311108760594,0.6276040554046631,0.09014747761577914,1000.0,0.1,rbf,"{'C': 1000, 'gamma': 0.1, 'kernel': 'rbf'}",0.8274158049914871,0.8392958487327491,0.8495148318868265,0.825209708899132,0.829172278586992,0.8341216946194374,0.009084158848945662,33
143.11510553359986,49.17496308975428,0.496476936340332,0.1619114083432143,1000.0,scale,rbf,"{'C': 1000, 'gamma': 'scale', 'kernel': 'rbf'}",0.8212941046191327,0.8072235372285204,0.8335703805212962,0.8115509461124261,0.8141626668192069,0.8175603270601164,0.009217037324430837,34
227.99186959266663,38.21559337442451,0.8656869888305664,0.2438421358189202,1000.0,auto,rbf,"{'C': 1000, 'gamma': 'auto', 'kernel': 'rbf'}",0.8210155309164903,0.8063064933626788,0.8334129258198028,0.8111927799233144,0.8137657155436758,0.8171386891131924,0.009422822659086394,35
